id,text,domain
482,通用菠菜站的双倍提现问题0day，框架通杀，现在市场的1/4大约是用的这个框架,7
483,菠菜网站框架XSS漏洞，0day菠菜网站框架XSS漏洞，0day,7
484,"帝都-英利-时时程序彩票net程序完整源码源码名称：帝都--英利

源码类别：net

源码架设环境：iis6.0+SQL Server 2005+net2.0↑ {站长一直都是用window系统架设，有能力的朋友可以试试Linux系统}
不提供任何技术服务，请自行摸索研究架设。",7
485,"出5套彩票程序看标题。
前几天缺钱，搞了几个彩票站。

带： pc、wap、admin、database

二次开发之类的，就看自己能力了。
本来有截图的。咋就上传不了。

需要的私信5套800￥、外面下载单套的价格可以自己去看。
就这样了吧",7
486,5000菠菜数据5000菠菜数据,7
487,"最新菠菜注册数据1.9万出售-独孤信大概十几家棋牌app注册验证码数据。一手未出手
打包0.2/btc出售
测试0.02/2000条",7
488,"[一手]出售刚入侵的彩票站数据(源码,18W会员)打包0.92BTC
源码0.3BTC
会员0.8BTC",7
489,出售 信誉菠菜平台网址本人注册6年。先后提款120万。没任何毛病！最大一次提款70万。只想分享给喜欢网赌的人。站点很大！因为现在网上假的太多太多。只吃不吐 ！提现异常 登陆异常 审核升级各种理由吃！有需要的拍个小连接 我发你,7
490,【BC】彩票 娱乐城网站搭建一条龙 全套全套服务 app 接口 支付   买方到手直接运营,7
491,"娱乐城高薪招代理，主营彩票真人体育电竞
			
		
				
			
						微信图片_20180902115928.jpg (72.82 KiB) 查看 22 次
		
		
		
		
			",7
492,"娱乐城高薪招代理，主营彩票真人体育电竞
			
		
				
			
						微信图片_20180902115928.jpg (72.82 KiB) 查看 25 次
		
		
		
		
			",7
493,"出售最新博彩数据6万一组，需要的速度联系出售最新博彩数据，有娱乐城，百家乐，真人等等混批，6万一组，需要的速度联系，一共有42万个，不重复销售
			
		
				
			
						201807.png (59.74 KiB) 查看 1138 次
		
		
		
		
			",7
494,"互联网彩票稳赚技术，欢迎验证玩过彩票尤其是时时彩的人大多亏损，一般都会骂狗庄害人、不靠谱。殊不知任何行业都有做的好的，不要自己傻逼的亏钱了一味抱怨行业的问题，要去反思！再说把彩票当成赌博，不亏死我跟你姓。所以正确的心态、收益观念才是稳定盈利的法宝！

本人潜心研究了一套做好方法，不限彩种（重点做乐透型，少玩数字型像重庆时时彩这种有重号的），只看概率；不求刺激，但求稳定。每天稳定盈利5—10%，成功率97%以上，不吹牛逼，有数据模型验证，不靠谱我赔你钱。但风险再小也是风险。所以希望你能考虑清楚，不要头脑发热。

我原来专做股票期货的，今年经济形势不好，如果你没有更好的投资理财方向，可以尝试一下互联网彩票项目。大家也交个朋友！

售价0.05比特币，有意向的直接拍，看到了会及时联系的！",7
495,出售博彩最新8月份数据出售博彩，百家乐，时时彩  娱乐城等混批最新数据，6000条一组，一共100组不重复需要的抓紧,7
496,"出售18年9-12月20多万条bc数据数据为一个博彩公司旗下的多个站
，有彩票，电子，真人等，9-12月拿下的料，需要的请拍下留收货地址
附件 1.png 已经无效
			
		
				
			
						1.png (38.84 KiB) 查看 3901 次
		
		
		
		
			",7
497,"菠菜网源码 (2018 附后台 开奖器) 有图3月份朋友花了 3k  想转手开发项目 |
可自己搭建有说明，搭建好之后的效果。

			
		
				
			
						Snipaste_2018-09-16_03-48-55.png (453.82 KiB) 查看 370 次
		
		
		
		
			
			
		
				
			
						Snipaste_2018-09-16_03-45-23.png (127.98 KiB) 查看 370 次
		
		
		
		
			
下面这个是在网上看到的，兄弟们想赚钱的 |奉劝你一句。买下面的私我我给你链接
买上面的自动发货。

			
		
				
			
						Snipaste_2018-09-16_03-59-51.png (256.89 KiB) 查看 368 次
		
		
		
		
			",7
498,"出售2018 各大菠菜公司详细数据1.只出售详细数据  一概不打包出售  （百家 时时彩 老虎机 德国等等）

2.可能跟别的卖家数据会相同  所以购买之前请买家一定详细询问清楚

3.每份1万条 价格0.2btc （本人每天都会上线 一般24小时候之内发货）

4.如果有特殊的需求 可以私信我  ，重新开贴给予单拍

5.不支持测试  效果自己把握  承诺百分百一手  绝不二次出售。",7
499,"澳门赌场百家乐可靠公式，可网上，直播机，可现场陪打2015年，在澳门一万港币从金碧汇彩赌场保安手里购买的，保安当时已经辞职专门职赌
他20起注，一万本金，7口揽，一天打10个小时本金翻番
我凭着多年百家乐经验及牌感，对其公式进行改良
可5小时本金翻4倍

诚心发帖，可单卖公式，也可陪打，陪打期间吃喝住你要全包
单卖公式的话，0.05比特币，
你可于网上试验，结合反水，每天盈利可观 ，但不建议长期网上，由于账号追杀系统，容易卡顿，作假，封号等 
一般半个月就要换号或者换IP
  
最好是澳门直播机，安全保险，速度快，不用担心资金被吞
等熬过了前期利润积累时期，一般半个月，就可上桌打，结合打复利，上岸指日可待，但要两天换一家赌场，以防被监视

诚意可贵，技术无价，愿你我都能尽量财务自由。最后祝君发财，一生平安！",7
500,"出售定制可控真人百家乐平台出售定制可控真人百家乐平台 1比特币

可在线支付 在线注册。灵活控制让人输的心服口服。",7
501,"百家乐投标带徒本金200不到就够百家乐投标带徒本金200不到就够，这点钱如果玩不起，亏不起，请勿下单，任何项目都有风险，刷料你也要先买料，料死了白花钱，都是一个道理
百家乐投标带徒本金200不到就够，这点钱如果玩不起，亏不起，请勿下单，任何项目都有风险，刷料你也要先买料，料死了白花钱，都是一个道理
百家乐投标带徒本金200不到就够，这点钱如果玩不起，亏不起，请勿下单，任何项目都有风险，刷料你也要先买料，料死了白花钱，都是一个道理


不带单的时间内请勿游玩，不按照带头大哥所说选项和单价操作，以及自己操作失误，或在非带单情况下游玩亏损自付，，
开始几天大概每日50-70以内
后面越赚越多
***********************************************************************
*下单前请考虑清楚，每日做单时间在6点以后绝大部分时间是8-9点，有可能时间会变动，能否跟上  *
*考虑清楚自己能否在非带单时间内不进行游玩，                                                                  *
*考虑清楚自己能否克制住自己说下单立马跟，                                                                     *
*考虑清楚自己能否按照带头大哥所说选项和单价操作，                                                         *
***********************************************************************


带徒有效期30天。30天后自动解散带徒群


需要的直接下单拍下在本帖下方回复你的TG等待我去联系你。咨询或有其他问题同样在本帖下方留言即可",7
502,"教你如何运运营一个综合博彩盘1，该教学为一对一长期教学。教学内容为：平台的日常管理、在线客服回复话术、出入款注意事项、推广新会员/留存老会员话术方法、小额黑钱洗白方式、以及在平台日常运营中遇到的所有非技术型问题的解答以及解决方案等等。此教程涵盖了所有平台日常运营的非技术型内容。
2，平台搭建，游戏商API对接，第三方支付平台对接，平台日常维护等技术型内容不包括在内，此类型问题可以介绍合适的技术员给你。
3，本人曾经为菲律宾makati、pasay、alabang等地区多家大型菠菜公司员工，后辞职自行运营平台，运营时间已有1年，运营过多个盘口。目前还有一个盘口在运营，但是收入不高月盈利大概在5-8W左右的土庄盘，有较为成熟的运营经验。
4，该教程需要长期教学，所以需要除论坛以为更便捷联系方式，拍下后自动可见本人TG号，我有的推广渠道都会告知你，同样你发现了什么新的推广套路也可以告诉我，大家可以长期交流互帮互助。
5，该教程内容基本上为口述，基本无教学文档等等，若后期学习人数较多后，本人可以写个文档教程供大家学习。",7
503,"扑克牌老千手法 包赢这套技术手法很隐蔽适合玩任何扑克，扎金花 斗牛等  都可以。
这套教材都是千辛万苦得来的。都是视频教程 照着做就可以了，其中有自己领悟出来的一些其他认牌技巧。
看过后 不敢保证你会成为赌神那样的人，不过可以保证下次玩牌别人出千 作弊你一眼可以看出来。
纯手法换牌 偷拍 不借助任何工具，有兴趣的拍完 发我电报。
如果出了新的手法，我会第一时间更新，不会落伍。
由于产品具有复制性，出售以后不接受退款。",7
504,"快速发货 纯一手菠菜 10月5号晚刚脱的一共8W条
0.2RMB 一条，拍一件10000条 = 0.045 BTC 随机发 不选
数据201803-20181005

打包拍7件
纯一手！纯一手！纯一手！白菜价！

8小时内发货。",7
505,"便宜出一套博彩平台源码，付款后自动发货。便宜出一套博彩平台源码，综合盘口，可接入各大真人视讯，彩票，体育，电子游艺API。 前台，手机网页版，后台功能齐全。

注意：由于虚拟数据拥有可复制性，出售后不支持退款。

付款后自动发货。",7
506,"快速发货 纯一手菠菜 10月5号晚刚脱的 已出3W 剩余3-6月数据5W条 降价1/3一共8W条
已出部分3W条，0.2RMB 一条，现在降价，0.13/ 条 
拍一件10000条 = 0.031 BTC 发剩余5W 3-6月数据 不选
数据201803-20181005

打包拍4件
纯一手！纯一手！纯一手！白菜价！

8小时内发货。",7
507,"后台菠菜最新数据4到5月,纯一手2445条，大量私信后台菠菜最新数据4到5月,纯一手2445条，大量私信优惠
数据具有可复制性，一经售出，谢绝退款！！！付款后，24小时发货！！！！
2445条=0.02BTC",7
508,"后台菠菜最新数据4到5月,纯一手2445条，大量私信优惠后台菠菜最新数据4到5月,纯一手2445条，大量私信优惠
数据具有可复制性，一经售出，谢绝退款！！！付款后，24小时发货！！！！
2445条=0.002BTC",7
509,"比特币，博彩行业；各类问题有偿解答。因为在论坛看到很多人想要学搬砖被骗了，付了学费还被介绍到了虚假交易平台，直接导致学费白交，搬砖的本钱也被套。所以突发奇想，想要通过自己的一些知识来赚点烟钱。

先说一下我的基本情况，
从事博彩业8年，自己也开过不止一家博彩公司，可以回答博彩类的各项问题，有想开台子的老板，或者正在沉迷的玩家，各种类型的问题都可以问我。
于13年开始接触币圈，虽然时间不长，但是也是什么都干过，炒币，搬砖，挖矿，ICO什么都玩过，今年3月的时候，也想过通过自己的博彩平台发行博彩币（其实也是空气币，只不过挂上了博彩公司的名头），后来因为合伙人的原因，计划破产了。（当时都在微博已经在慢慢做铺垫了，只是没有展开正式的宣传，有需要的话，可以问我微博名字，你们直接看之前发的一些宣传内容，以证明我不是在骗人。）

购买之前可以先回帖告诉我你要问的问题，我要是能回答你，我会通知你直接购买，购买后我自然会回答你问题。
也可以直接购买，并说明问题，如果我不懂你所问的问题，或者因为行业内的一些原因，不好回答你的问题，我会直接退款给你。
因为每天不定时上线，如果着急的话，可以先购买，同时问问题，我上线看到后，会第一时间回答问题的。


注意，购买一次，只可以问一个具体的问题，比如：
1.我加入了一个彩票计划群，按照群计划能不能赚到钱。
2.我想刷博彩公司的首存优惠，应该怎么刷，才不会被博彩公司的风控部门看出来。
3.我想要挖矿，但不知道在哪里买矿机。
4.我想要搬砖，朋友告诉了我几个搬砖的平台，但我不知道这几个交易平台靠不靠谱等等这类问题都可以问。

但是不可以问范围性的问题，比如，如何我想开博彩公司，我该怎么做。我想要在菠菜里面赚到钱，我该怎么做。我想要搬砖赚钱，我该怎么搬砖等等范围过大的问题。
如果你只想问个大概，也可以拍一件，我也回答你一个框架型的回答，比如，回答搬砖的方法是，找几个交易平台，低价买入，然后提币到价格高的平台卖出。
如果你想要知道这类问题的具体答案，我们可以商量价格后，我仔细教你。",7
510,黑客接单日本菠菜网站黑客接单日本菠菜网站,7
511,"赌场通用龙虎公式，可直播机，网上，现场1，不要问无脑的问题，你有公式自己发财就好了，干嘛要卖？持有和卖，是两回事，不冲突吧？

2，没有公式能保你一把不输，它只能比较科学地替你绕开游戏的盲区和陷阱，比较大地提高你的
    胜率，远远超过赌场相对于你的抽水胜率。
 
3，龙虎有一个特点，和，就跟百家乐的庄抽水一样，注码上自己可以设计规避达到不亏。由于龙虎
    和的话，抽水很大，跟免佣百家乐庄一样，所以你的公式注码，要最少分成两部分，一部分专门
    应对和出现后的那口。

4，公式为你提供1口，2口，和基本上口口打的依据，你想赢得快慢，自己把握。1口，最稳，也最慢
    2口，也稳，不慢（推荐），口口打，在你准确记录每把牌，并能在二十多秒脑推出要打什么，打多
    少，并能点击筹码打成功的情况下（适合老手），也稳。新手不推荐，记错一口，就完了。好处是
    流水多，因为基本把把打。坏处是容易手忙脚乱。

5，以你充值3000本金，20起注为例，一靴牌下来，每个公式列打1口，最少盈利20，一靴最少140，打两口，最少40，一靴最少280，口口打，自己算。
    一靴牌70把左右，一把连开带赔付，30秒算，共35分钟一靴平均,

6，有意直接拍，完了留TG或者私信联系交付方式。暗网担保交易，先明确你自身情况是否需要，非诚勿扰。",7
512,"需要破解一个网站后台,价格你定找一个能破解彩票网站的高手,能让我进入后台,或者只需要知道几期的号码
可以TG联系,也可以私信我,交易方法和价格你定",7
513,"破解一个网站的后台,价格你定破解一个彩票网站,能让我进入后台,或者只需要知道几期的号码
私信我,交易方法和价格你定",7
514,收一切任何菠菜站数据，只要一手，刚脱出来热乎的才要收一切任何菠菜站数据，只要一手，刚脱出来热乎的才要。不是自己脱的二手商贩别来。经常收。经常可以弄的可以合作。走论坛担保交易，能搞的给我留言，渗透技术员也可以留言。只要菠菜站。能脱库的找我,7
515,"出售百家乐刷水软件,永久免费软件可以在一台电脑上同时操作3个不同的平台.仅支持搜狗浏览器.购买后留下联系方式一对一教导使用.",7
516,棋牌类APP3套源代码想自己研究开棋牌APP赚钱的可以拍一个，机子挂虚拟机，带后台   tg：Lonce49,7
517,需要大量棋牌数据资源有的先提供5000个测试数据。 欢迎来骚扰私信，只要你的资源效率高 ， 长期合作。具体私信,7
518,无限量收一手菠菜数据，渗透大神赶紧来了，只要一手，无限量收一手菠菜数据，渗透大神赶紧来了，只要一手，不是一手的就别浪费时间了。一测试就能测试出来。做这行不是一两年，所以别来忽悠，也别掺水，诚心合作。长期合作，有的留言或者留下TG。站内交易,7
519,收一手菠菜脱裤资源本人诚意收一手菠菜脱裤资源，二手勿扰，只要你给的起质量我便给得起价格，要求可以前置测试，求脱裤大神长期合作,7
520,"一手 多间彩票玩家电话平安, 500, 2元 ...
多间彩票玩家十万条电话可选
每份1000条 不重复
可测 空号可换",7
521,体彩福彩网站出售0.065BTC这套是我自己手工搭建，有市面上比较流行的彩票种类，自助下单，机选功能都有，功能强大，实用性强，懂者自懂！虚拟物品可仿造功能太强，下单后默认知情，回复我了解，不接受以不了解等理由退款，仅此一套，走平台担保交易。,7
522,"菠菜网站出售。。。包含IOS,android,PC等端项目源码，菠菜网站出售。。。包含IOS,android,PC，后端管理数据风控平台等端项目源码，

还有项目所有设计文档，产口文档，设计稿，策划稿，风控说明，，支付相关接入说明，游戏文档说明。。

菠菜游戏平台 AG AGENT BBIN ALLBET BBIN BSG EBET MG NYX PT TTG 等所有游戏平台接入。。",7
523,"出售AG真人百家乐刷水教程按此教程不耗本金刷流水 可能有人知道 其实说出来很简单 虚拟教程购买后不可任何借口空手套白狼退款 付款私信我发教程给你


不知道怎么找网站管理员 我帐号a7295868因填写了tg号被封怎么才能解封？",7
524,"菠菜彩票项目诚招代理，有CP客户的老哥可以进来看看！八年杏彩旗下平台杏耀娱乐
性吧大家应该都耳熟能详，先有性吧后有杏彩
大平台我这边能保障你的资金安全
待遇1956，日工资160，保底分红15
有彩票客户的老哥可以联系我TG合作：@weisuojie
也可以留下你的联系方式我联系你
若此贴有违规之处，还劳烦管理告知！",7
525,1W5月菠菜资源今年5月份菠菜资源，因数据可复制性，一旦交易，概不接受任何理由退款！！！！,7
526,"早期11W菠菜数据去年11W菠菜数据 没有出过 没有出过 没有出过  
数据类 可复制 一旦交易不接受退款！！！！",7
527,"1W 5月份菠菜资源今年5月菠菜资源 
数据类可复制 一旦交易概不退款",7
528,"早期11W菠菜数据去年11W菠菜数据 没有出过 没有出过 没有出过
数据类 可复制 一旦交易不接受退款！！！！",7
529,"5000条某大型彩票网站数据。一手.描述 ： 5000条某大型彩票网站数据。一手. 1.3个币

退款规则: 手机号数据 购买后不可退款。无法保证你我欺骗数据",7
530,"快速发货 菠菜数据  10月脱的 去重后18W+脱裤时间大部分是10月底的
99570.com 是10.5的
文件夹后面的日期就是脱裤时间，除了99570

全部打包卖。
11W条格式：
大部分格式：""15""	""chensan""	""""	""""	""""	""13107806757""

7.3W条格式
suqinglove12	18086386637	苏清	武汉	119.103.223.152	2018/10/4 16:14	2",7
531,www.wanyi777.com 11万6会员数据菠菜站10月份出库打包11万6会员数据菠菜站10月份出库打包 。格式如下,7
532,接菠菜，小生意勿扰我的TG ：linjuncheng.我有一个哥们国外刚回来，接菠菜，其他网站另说，或许可以接,7
533,"长期收购一手菠菜，金融数据！你来你牛逼！长期收购一手菠菜，金融数据！你来你牛逼！

菠菜，金融数据，长期收购，诚信合作！

另寻找渗透大神长期合作！

欢迎联系TG：bolegamingx",7
534,5条某个大型彩票网站手机号5条某个大型彩票网站手机号,7
535,自动发货  棋牌数据  11月自动发货，棋牌类数据，2万条左右，格式如下图所示，看上的拿走，2万条是每个人都是一样的，总共就2万条左右，一共卖5份，数据是11月10号拿的,7
536,11W菠菜数据早期11W菠菜数据 不接受任何理由退款 自动发货,7
537,最新某菠菜网后台数据最新1W菠菜数据，便宜 不接受退款 自动发货,7
538,"出菠菜数据，长期每天更新长期出，菠菜数据，一份是1W需要多少份就拍多少
只支持站内交易，拍下私信，我会发连接",7
539,"百家乐包赢技术公式，非理论1. 本公式是澳门赌场内部人员研究十万幅牌，研究十年所得，来源实属不易，非网上流传那些理论可比
2。赢率百分之九十五以上，不保证百分百 ，控制好心态每天都可以赢
3. 分为三部分 ，七把赢一把概率为百分之九十五以上，四把赢一把稿率为百分之85，两把赢一把概率为百分之68
4. 可以验证，无效退款，本人代打。如果不根据公式打法，而出现亏损，概不负责",7
540,"彩票站求推广合作彩票站求推广合作
彩票站求推广合作，多种合作方式，有兴趣的请私信我，我会及时联系你",7
541,"轻松日赚300+ 出售教程菠菜类项目，提供资源以及技术教学，可长期稳定赚钱。
每天做2—3小时，一天300不是问题，有时间一天五六百也是轻轻松松。
本教程500元一份，单价0.0001，按当前BTC价格拍下对应份数，付款后24小时内回复。
本教程具有可复制性，购买后不予退款。",7
542,"出售菠菜网站的后台1.可以控制体现
2，可以修改赔率
admin权限 
懂得来",7
543,"还在自己玩彩票?重庆/新疆/天津时时彩稳定赚钱软件!重庆/新疆/天津时时彩软件稳定盈利!80%以上中奖率!
不需要黑客搞后台,只需要这个软件就可以稳稳的赚钱!买一赠一,里面附带另一个软件,看自己喜好喜欢用哪个!
最多只需要一天即可赚回帖子钱!
请不要再自己乱玩了,赢钱的可能性微乎其微,一个研究透彻的软件会让你事半功倍!想挣钱?用这个软件即可做到
温馨提醒,买下软件请自己慢慢的用,不要外传,知道的人越少越好,自己闷声发大财就行
拍下自动发货,虚拟物品具有可复制性,拍下不支持退款!请看清楚!",7
544,"境外机房接单价格0.45可发  菠菜   兼职   网贷      六合   等一切灰色内容
 到达率高，可测试    站内交易",7
545,"菠菜数据 10月脱的 去重后18W+快速发货 菠菜数据 10月脱的 去重后18W+

脱裤时间大部分是10月底的
99570.com 是10.5的
文件夹后面的日期就是脱裤时间，除了99570

全部打包卖。
11W条格式：
大部分格式：""15"" ""chensan"" """" """" """" ""13107806757""

7.3W条格式
suqinglove12 18086386637 苏清 武汉 119.103.223.152 2018/10/4 16:14 2",7
546,"打包出售120万棋牌博彩数据，自动发货打包便宜出售自己整理的120万棋牌数据，网站都是现在还存再的已经验证
可复制商品一经出售不可退款",7
547,收运营商劫持量，菠菜，彩票都要，请私信收运营商劫持量，菠菜，彩票都要，请私信,7
548,收运营商劫持量，菠菜/彩票的都要，请私信收运营商劫持量，菠菜/彩票的都要，请私信收运营商劫持量，菠菜/彩票的都要，请私信,7
549,寻技术高手，里外接应， 套菠菜网站有高手的私信，具体情况具体聊,7
550,求技术高手。里外接应，寻求技术高手突破菠菜网站。套钱，有人做吗,7
551,"长期收一手博彩彩票站用户数据长期收购一手博彩彩票站数据！是彩票站数据，不是综合站数据！

长期收购，诚信合作，平台担保交易！

另寻找渗透大神长期合作！

欢迎联系TG：jianxiaHAHA",7
552,"出一手股民、网贷、彩票等APP的实时数据一手股民、网贷、彩票等APP的实时数据，属于运营商内部提取，裸号码的实时提取数据，随时有货，先站内私信了解，谢谢这么好的平台！

此价格为几万条的价格，需要测试的请私信",7
553,长期收带md5密码或明文密码的菠菜数据长期收带md5密码或明文密码的菠菜数据,7
554,长期收带md5密码或者明文密码的菠菜网站数据长期收带md5密码或者明文密码的菠菜网站数据,7
555,"最新提取的菠菜数据，条条亲测可用（自动发货，不接受傻逼）最新提取的菠菜数据，条条亲测可用，数据提取截止到2018年10月1日
总共3w条数据，此价格购买的为1000条
平均每条0.3元，相当于市场价格
拍下后自动发货，不接受傻逼提问，
量大的可以私信咨询，量小的平台购买即可",7
556,三级分销系统、金融系统、直播系统、棋牌游戏APP制作一条龙三级分销系统，各类金融系统，股票配资，微盘，游戏系统，彩票，百家乐，视讯，直播，红包系统，支付系统，各类网站，直播视频盒子   价格在5000元为基础价格，具体功能需要,7
557,"三级分销系统  各类金融系统三级分销系统，各类金融系统
，股票配资，微盘，游戏系统，彩票，百家乐，视讯，直播，
红包系统，支付系统，各类网站，直播视频盒子
   价格在6000元为基础价格，具体功能需要",7
558,"长期出售一手菠菜数据和股票数据一手菠菜数据,股票数据， 经常出，有需要的直接留言，每天都会上线看。
 可测试后进行购买，站内交易。骗测试的就算了。别来谢谢",7
559,"彩票娱乐城资金盘，手把手带你捞一桶金。我能赚多少钱？
  根据个人格局和目标金额多少来定，当然风险与利润同在。本人历经两年的安全话术，纯手打，保你

捞到人生第一桶金，现实案例：朋友在国外做一天基本盈利（160-300）万。

周期多久？
机会是留给有准备的人把硬件，软件，所用到的东西都准备好，即可运营。单人一月10万++

成本需要多少钱？
我的这个费用，另外在配置两台电脑，四件套收款，及微信收款即可！

购买之后我主要教会你什么？
用于练习和熟悉，包括做客服自己一个人运营操作刚好能忙得过来，当然有团队是更好。


项目能做多久？
不说能做到死，但是近几年是没有问题的。做一次随便把我卖给你的教学费用赚回来！

PS:正式上线操盘跟踪到盈利关盘，期间只要盈利产生5000或5000以上则算交易成功（不废话，主要是

证明项目事实可行），不得以各种理由申请退款！刚开始处于练习状态，后期资源对接到位随便做什么

都赚钱，每个人能力有限，单人操作，利润可观，赚多赚少跟付出成正比。自己单人做有点累，但是你

的付出是成正比的，没人和你扯分赃不均！做盘时间到盈利关盘，周期1-2个月，快的话几天也有可能

达到你的目标金额。还是那句话赚多赚少根据自己格局来，你与百万就差一个我。

本费用包括.服务器，2019话术（纯手打），引流脚本，引流渠道，推广，电脑操作软件费用。收款四

件套及微信请自行准备",7
560,"博彩源码[大型包网公司打包的源码]需要的来网址演示地址：kk8ff.com
目前本地架设前台后台代理正常，彩票开奖采集正常，如需长期使用请自行开发采集开奖接口//切忌//因源码可复制性，购买后盖不退款，百分百可正常架设！",7
561,"彩票盘数据[20181130日数据]数据总数据40000万数据[打包处理价]
拍1件=1万数据",7
562,"彩票数据[20181130日数据]拍1件=10000条
拍后留言邮箱！",7
563,"娱乐城，彩票站，区块链搭建。包含：服务器，域名，APP，聊天室一条龙服务。

彩票站：8000

娱乐城：10000

区块链：商谈。

此价格是拍下后看演示站，当下流行代码都有。",7
564,"彩票站，娱乐城，区块链一条龙服务彩票站：8000

娱乐城：10000

区块链：根据需求报价。

本价格是拍下后看演示站，然后走站内担保交易。

源码都是本人团队亲注，源码一条条检验。",7
565,"彩票站，娱乐城，区块链一条龙服务彩票站：8000

娱乐城：10000

区块链：根据需求报价。

本价格是拍下后看演示站，确定好源码演示站。然后走站内担保交易，源码都是本人团队亲注。",7
566,"彩票站，娱乐城，区块链一条龙服务彩票站：8000

娱乐城：10000

区块链：根据需求报价。

本价格是拍下后看演示站，然后走站内担保交易。源码都是本人团队亲注。",7
567,"打包处理！！菠菜11月份数据11w6000条（骗子绕道，拒绝傻逼）彩票盘 11w6000多条客户超详细信息2018年11月份（打包价）！

总共11w6000条数据，199美金

首单拍下后自动发货，不接受傻逼提问，
量大的可以私信咨询，
另:长期渗透各大平台，拥有一手数据，长期合作的可以联系，数据保真。

不是每个人都能很好的运用好数据，但是我们能保证我们的数据是真实的。

首单自动发货，国际网盘下载 ，如还需购买，请拍后私信。
数据具有复制性，拍后无法退款哦，还请理解。",7
568,"三级分销系统，各类金融系统，股票配资，微盘，游戏系统，彩票，百家乐，视讯，直播，红包系统，支付系统，各类网站，直播视频盒子三级分销系统，各类金融系统
股票配资，微盘，
游戏系统，彩票，百家乐，
视讯，直播，红包系统，
支付系统，各类网站，直播视频盒子   
价格5000元，具体功能需要",7
569,"优质数据！！彩票盘精选375条带微信数据，价格小贵（骗子勿扰）优质数据！！彩票盘精选375条带微信数据，价格小贵（骗子勿扰）

从2w条数据中筛选出来的 375条带微信数据，信息优质，价格小贵

信息第一次出售，纯不纯自己用了才知道

数量不多，统统可以加微信

具体内容看图，拍下后在线自动发货

虚拟资源具有可复制性，一经售出，谢绝退款！拍下即默认同意，拍前考虑清楚！",7
570,"彩票数据[18年11月30日数据]网址：wcai07.com
数据有电话，威信
电话比较多
数据有4万",7
571,买枪要真枪有子弹的，最好带有消音器，2万人民币左右。气狗只要捷克板球威力大的。有的交易区发贴。私下的不要问了,9
572,求购，jerico 9mm 握把个人爱好，靶场缺货，欢迎有渠道的大佬关照一下,9
573,"【求购】手枪一把或其它以火力动力的防身装备求购一把手枪，需要火药为动力，价格2W左右，带子弹，子弹可以单独购买，比如左轮，54，等常见手枪。

因物品特殊性质，最好论坛担保，交易后互不见面，按要求投放掩埋等买方取货，埋藏地点双方协商大概省份，由卖方掩埋后告诉买方具体地址，保障双方安全。",9
574,"求购一把手枪，火药为动力的。【求购】求购一把手枪，火药为动力的，如果是仿造的，可以测试拆解看膛线，最好是制式正品，如左轮，54等

因交易物品特殊，为了双方的安全保障，全程论坛担保

由双方协商大概交易省份，协商范围由省或者市

由卖家埋下物品后，告诉买家详细地址。

子弹可以另行购买，最好带十几发。",9
575,"3D打印枪3D打印枪 格洛克34型  
stl格式文件
可打印子弹
可装火药
可打印材质：工程强化塑料
可CNC加工
不是实物是数字文件。
附件是演示视频和射击视频",9
576,"（低价放送）利用某宝组装秃鹰气枪教程此教程只提供配件的关键字，也就是怎么用某宝搜索配件的方式 
可以基本组装完整一只狗，具体买谁家就不要问我了，不提供商家",9
577,"利用某宝组装秃鹰气枪教程利用某宝组装秃鹰气枪教程
此教程只提供配件的关键字，也就是怎么用某宝搜索配件的方式
可以基本组装完整一只狗，具体买谁家就不要问我了，不提供商家
提示：收到货检查无误请放款，谢谢各位，有问题点呼叫买家",9
578,东南亚地区出手枪只提供联系方式,9
579,手枪64出售，需要的站内聊人民币9000.不面交，站内交易，需要私信,9
580,手枪64出售，分拆发包，记者勿扰手枪64出售，分拆发包，记者勿扰,9
581,私人购买专拍，645手枪仿制645带7发子弹,9
582,"快速在暗网买枪械弹药教程1.这此站点大多数都是英文、如果你英语不好可以用翻译插件。
各种武器都有可以买来收藏  只出购买教程不懂可以在线问不要私下说求什么联系 不懂直接站内问 各式各样精品枪 沙漠之鹰357马格    雷明顿国防XM110 SASS 308    巴雷特M107A1 20"" CQ FDE 50 BMG QDL   COLT LE6920 M4 AR-15 5.56NATO W /光学    塔沃尔Mepro 21个SAR IDF以色列武器工业（IWI） FN PS90 W /红点5.7X28   野人Mark II的TRR-SR 22 LR TB 22L-1 Thunderbeast   TSS自AK 47个AKMS Underfolder 24K金  S＆W 686竞争者357加权桶   消音手枪-SilencerCo鱼鹰45ACP   雷明顿870战术870×12表压12GA   金牛座9毫米SS 905
左轮手枪2英寸  枪非常多自己去操作就可以看到各种枪介绍了。",9
583,"沙漠之鹰弓弩产品名称：沙漠之鹰弓弩
优惠价格：￥1950 元（不包括邮寄费用）
拉力120磅
冲程12.4《315mm》
标配145箭3只
箭速58米每秒
有效射程43米
长宽高900X720X200
净重3.3千克，毛重3.9千克",9
584,求购手枪收购手枪一把，有的朋友先站内私信联系，然后站内交易,9
